文部科学省　学校コード一覧,,,,,,,,,,更新日：,2026/5/20
学校コード,学校種,都道府県番号,"設置
区分",本分校,学校名,学校所在地,郵便番号,"属性情報
設定年月日","属性情報
廃止年月日","旧学校
調査番号",移行後の学校コード
D123310000301,D1(高校),23(愛知),3(私),1(本),聖霊高等学校,愛知県瀬戸市せいれい町２,4890863,2020-12-22,,236153,
D123310000310,D1(高校),23(愛知),3(私),1(本),聖カピタニオ女子高等学校,愛知県瀬戸市西長根町１３７,4890929,2020-12-22,,236154,
D123310000329,D1(高校),23(愛知),3(私),1(本),中部大学春日丘高等学校,愛知県春日井市松本町１１０５,4878501,2020-12-22,,236155,
D123310000338,D1(高校),23(愛知),3(私),1(本),清林館高等学校,愛知県愛西市持中町八町８８番地,4968006,2020-12-22,,236156,
D123310000347,D1(高校),23(愛知),3(私),1(本),滝高等学校,愛知県江南市東野町米野１,4838418,2020-12-22,,236157,
D123310000356,D1(高校),23(愛知),3(私),1(本),愛知啓成高等学校,愛知県稲沢市西町１－１－４１,4928529,2020-12-22,,236158,
D123310000365,D1(高校),23(愛知),3(私),1(本),星城高等学校,愛知県豊明市栄町新左山２０,4701161,2020-12-22,,236160,
D123310000374,D1(高校),23(愛知),3(私),1(本),誠信高等学校,愛知県丹羽郡扶桑町大字斉藤字本新須１,4800104,2020-12-22,,236161,
D123310000383,D1(高校),23(愛知),3(私),1(本),愛知黎明高等学校,愛知県弥富市稲吉２－５２,4980048,2020-12-22,,236162,
D123310000392,D1(高校),23(愛知),3(私),1(本),誉高等学校,愛知県小牧市本庄郷浦２６１３－２,4850821,2020-12-22,,236163,
D123310000409,D1(高校),23(愛知),3(私),1(本),栄徳高等学校,愛知県長久手市岩作三ヶ峯１－３２,4801103,2020-12-22,,236164,
D123310000418,D1(高校),23(愛知),3(私),1(本),大成高等学校,愛知県一宮市千秋町小山字大福田１８７８－２,4910814,2020-12-22,,236165,
D123310000427,D1(高校),23(愛知),3(私),1(本),人間環境大学附属岡崎高等学校,愛知県岡崎市稲熊町３の１１０,4440071,2020-12-22,,236181,
D123310000436,D1(高校),23(愛知),3(私),1(本),光ヶ丘女子高等学校,愛知県岡崎市大西町奥長入５２,4440811,2020-12-22,,236182,
D123310000445,D1(高校),23(愛知),3(私),1(本),岡崎城西高等学校,愛知県岡崎市中園町川成９８,4440942,2020-12-22,,236183,
D123310000454,D1(高校),23(愛知),3(私),1(本),安城学園高等学校,愛知県安城市小堤町４番２５号,4468635,2020-12-22,,236184,
D123310000463,D1(高校),23(愛知),3(私),1(本),杜若高等学校,愛知県豊田市平戸橋町波岩８７－１,4700331,2020-12-22,,236185,
D123310000472,D1(高校),23(愛知),3(私),1(本),愛知産業大学三河高等学校,愛知県岡崎市岡町原山１２－１０,4440005,2020-12-22,,236186,
D123310000481,D1(高校),23(愛知),3(私),1(本),豊田大谷高等学校,愛知県豊田市保見町南山１,4700344,2020-12-22,,236187,
D123310000490,D1(高校),23(愛知),3(私),9(廃),南山国際高等学校,愛知県豊田市亀首町八ッ口洞１３番地４５,4700375,2020-12-22,2023-05-01,236188,
D123310000506,D1(高校),23(愛知),3(私),1(本),黄柳野高等学校,愛知県新城市黄柳野字池田６６３－１,4411623,2020-12-22,,236189,
D123310000515,D1(高校),23(愛知),3(私),1(本),ルネサンス豊田高等学校,愛知県豊田市藤沢町丸竹１８２,4700302,2020-12-22,,236190,
D123310000524,D1(高校),23(愛知),3(私),1(本),桜丘高等学校,愛知県豊橋市南牛川２丁目１番地の１１,4408516,2020-12-22,,236201,
D123310000533,D1(高校),23(愛知),3(私),1(本),藤ノ花女子高等学校,愛知県豊橋市老松町１０９,4400053,2020-12-22,,236202,
D123310000542,D1(高校),23(愛知),3(私),1(本),豊橋中央高等学校,愛知県豊橋市鍵田町１０６番地,4400856,2020-12-22,,236203,
D123310000551,D1(高校),23(愛知),3(私),1(本),豊川高等学校,愛知県豊川市末広通１丁目３７番地,4420029,2020-12-22,,236204,
D123310000561,D1(高校),23(愛知),3(私),1(本),国際高等学校,愛知県日進市米野木町三ヶ峯４番地の４,4700193,2023-05-01,,,
D123310000570,D1(高校),23(愛知),3(私),2(分),ルネサンス豊田高等学校豊田駅前キャンパス,愛知県豊田市小坂本町１－９－１,4710034,2024-05-01,,,
D223310000006,D2(中等),23(愛知),3(私),1(本),海陽中等教育学校,愛知県蒲郡市海陽町３－１２－１,4438588,2020-12-22,,239781,
E123110000017,E1(養護),23(愛知),1(国),1(本),愛知教育大学附属特別支援学校,愛知県岡崎市六供町八貫１５,4440072,2020-12-22,,239901,
E123210000006,E1(特支盲),23(愛知),2(公),1(本),愛知県立名古屋盲学校,愛知県名古屋市千種区北千種１－８－２２,4640083,2020-12-22,,239711,
E123210000015,E1(特支盲),23(愛知),2(公),1(本),愛知県立岡崎盲学校,愛知県岡崎市竜美西１－１１－５,4440875,2020-12-22,,239713,
E123210000024,E1(特支聾),23(愛知),2(公),1(本),愛知県立名古屋聾学校,愛知県名古屋市千種区鹿子殿２１－１,4640021,2020-12-22,,239811,
E123210000033,E1(特支聾),23(愛知),2(公),1(本),愛知県立千種聾学校,愛知県名古屋市千種区若水２－５－１,4640071,2020-12-22,,239812,
E123210000042,E1(特支聾),23(愛知),2(公),1(本),愛知県立豊橋聾学校,愛知県豊橋市草間町字平東１００,4418141,2020-12-22,,239813,
E123210000051,E1(特支聾),23(愛知),2(公),1(本),愛知県立岡崎聾学校,愛知県岡崎市西阿知和町字御用田１－２３,4442111,2020-12-22,,239814,
E123210000060,E1(特支聾),23(愛知),2(公),1(本),愛知県立一宮聾学校,愛知県一宮市大和町苅安賀字上西之杁３０,4910934,2020-12-22,,239815,
E123210000079,E1(養護),23(愛知),2(公),1(本),愛知県立みあい特別支援学校,愛知県岡崎市美合町並松１－５１,4440802,2020-12-22,,239929,
E123210000088,E1(養護),23(愛知),2(公),1(本),愛知県立一宮東特別支援学校,愛知県一宮市丹羽字中山１１５１－１,4910083,2020-12-22,,239923,
E123210000097,E1(養護),23(愛知),2(公),1(本),愛知県立瀬戸つばき特別支援学校,愛知県瀬戸市南山口町４７４,4890965,2020-12-22,,239933,
E123210000104,E1(養護),23(愛知),2(公),1(本),愛知県立半田特別支援学校,愛知県半田市池田町２－３０,4750945,2020-12-22,,239919,
E123210000113,E1(養護),23(愛知),2(公),1(本),愛知県立春日台特別支援学校,愛知県春日井市神屋町７１３－８,4800392,2020-12-22,,239914,
E123210000122,E1(養護),23(愛知),2(公),1(本),愛知県立豊川特別支援学校,愛知県豊川市平尾町門田７７,4420863,2020-12-22,,239921,
E123210000131,E1(養護),23(愛知),2(公),2(分),愛知県立豊川特別支援学校本宮校舎,愛知県豊川市大木町鑓水４４５,4411205,2020-12-22,,239930,
E123210000140,E1(養護),23(愛知),2(公),1(本),愛知県立安城特別支援学校,愛知県安城市桜井町伝左２０,4441154,2020-12-22,,239920,
E123210000159,E1(養護),23(愛知),2(公),1(本),愛知県立いなざわ特別支援学校,愛知県稲沢市一色森山町２２５－１,4928364,2020-12-22,,239931,
E123210000168,E1(養護),23(愛知),2(公),1(本),愛知県立大府もちのき特別支援学校,愛知県大府市森岡町７－４２７,4740038,2020-12-22,,239932,
E123210000177,E1(養護),23(愛知),2(公),2(分),愛知県立大府もちのき特別支援学校桃花校舎,愛知県大府市中央町５－１５,4740025,2020-12-22,,239928,
E123210000186,E1(養護),23(愛知),2(公),1(本),愛知県立佐織特別支援学校,愛知県愛西市西川端町中東山３７,4968019,2020-12-22,,239922,
E123210000195,E1(養護),23(愛知),2(公),1(本),愛知県立三好特別支援学校,愛知県みよし市打越町山ノ神１－２,4700213,2020-12-22,,239915,
E123210000202,E1(養護),23(愛知),2(公),1(本),愛知県立春日井高等特別支援学校,愛知県春日井市中切町２－３－８,4860925,2020-12-22,,239926,
E123210000211,E1(養護),23(愛知),2(公),1(本),愛知県立豊田高等特別支援学校,愛知県豊田市竹町栄２１－１,4730906,2020-12-22,,239925,
E123210000220,E1(養護),23(愛知),2(公),1(本),愛知県立名古屋特別支援学校,愛知県名古屋市西区中小田井５－８８,4520822,2020-12-22,,239911,
E123210000239,E1(養護),23(愛知),2(公),1(本),愛知県立港特別支援学校,愛知県名古屋市港区港明１－１０－２,4550018,2020-12-22,,239924,
E123210000248,E1(養護),23(愛知),2(公),1(本),愛知県立豊橋特別支援学校,愛知県豊橋市西口町字西ノ口２５－１０,4400841,2020-12-22,,239917,
E123210000257,E1(養護),23(愛知),2(公),1(本),愛知県立岡崎特別支援学校,愛知県岡崎市美合町字並松１番９０,4440802,2020-12-22,,239913,
E123210000266,E1(養護),23(愛知),2(公),1(本),愛知県立一宮特別支援学校,愛知県一宮市杉山字氏神廻１番地,4910136,2020-12-22,,239916,
E123210000275,E1(養護),23(愛知),2(公),1(本),愛知県立ひいらぎ特別支援学校,愛知県半田市出口町１－８－１,4750903,2020-12-22,,239927,
E123210000284,E1(養護),23(愛知),2(公),1(本),愛知県立小牧特別支援学校,愛知県小牧市大字久保一色１１２９－２,4850003,2020-12-22,,239918,
E123210000293,E1(養護),23(愛知),2(公),1(本),愛知県立大府特別支援学校,愛知県大府市森岡町７－４２７,4740038,2020-12-22,,239912,
E123210000300,E1(養護),23(愛知),2(公),1(本),名古屋市立西特別支援学校,愛知県名古屋市中川区小本一丁目１９番３８号,4540828,2020-12-22,,239951,
E123210000319,E1(養護),23(愛知),2(公),1(本),名古屋市立南特別支援学校,愛知県名古屋市熱田区三本松町２３番２６号,4560032,2020-12-22,,239952,
E123210000328,E1(養護),23(愛知),2(公),1(本),名古屋市立天白特別支援学校,愛知県名古屋市天白区植田山二丁目１０１番地,4680001,2020-12-22,,239953,
E123210000337,E1(養護),23(愛知),2(公),1(本),名古屋市立守山特別支援学校,愛知県名古屋市守山区小幡一丁目１４番６号,4630011,2020-12-22,,239954,
E123210000346,E1(養護),23(愛知),2(公),2(分),名古屋市立南特別支援学校分校,愛知県名古屋市南区中割町２丁目１０番地,4570826,2020-12-22,,239955,
E123210000355,E1(養護),23(愛知),2(公),1(本),豊橋市立くすのき特別支援学校,愛知県豊橋市野依町字上ノ山３－２,4418124,2020-12-22,,239963,
E123210000364,E1(特支盲),23(愛知),2(公),1(本),瀬戸市立瀬戸特別支援学校,愛知県瀬戸市萩山台二丁目２２番地,4890886,2020-12-22,,239960,
E123210000373,E1(養護),23(愛知),2(公),2(分),瀬戸市立瀬戸特別支援学校光陵校舎,愛知県瀬戸市萩山台９－２４４,4890886,2020-12-22,,239962,
E123210000382,E1(養護),23(愛知),2(公),1(本),刈谷市立刈谷特別支援学校,愛知県刈谷市小垣江町白沢３６,4480813,2020-12-22,,239964,
E123210000391,E1(養護),23(愛知),2(公),1(本),豊田市立豊田特別支援学校,愛知県豊田市大清水町原山６６,4700342,2020-12-22,,239961,
E123210000408,E1(養護),23(愛知),2(公),1(本),愛知県立にしお特別支援学校,愛知県西尾市須脇町高河原８６,4450046,2022-05-01,,,
E123210000418,E1(特支聾),23(愛知),2(公),2(分),愛知県立千種聾学校ひがしうら校舎,愛知県知多郡東浦町大字生路字池上７０,4702104,2023-05-01,,,
E123210000427,E1(養護),23(愛知),2(公),1(本),名古屋市立若宮高等特別支援学校,愛知県名古屋市天白区古川町７６番地,4680046,2024-05-01,,,
H123210000000,H1(専修),23(愛知),2(公),1(本),愛知県立総合看護専門学校,愛知県名古屋市昭和区滝川町３６,4660826,2020-12-22,,238512,
H123210000019,H1(専修),23(愛知),2(公),9(廃),県立愛知看護専門学校,愛知県岡崎市欠町栗宿１８,4440011,2020-12-22,2024-05-01,238513,
H123210000028,H1(専修),23(愛知),2(公),1(本),愛知県立農業大学校,愛知県岡崎市美合町字並松１－２,4440802,2020-12-22,,238519,
H123210000037,H1(専修),23(愛知),2(公),9(廃),名古屋市立中央看護専門学校,愛知県名古屋市東区名古屋市東区葵１－４－７,4610004,2020-12-22,2025-05-01,238522,
H123210000046,H1(専修),23(愛知),2(公),1(本),半田常滑看護専門学校,愛知県半田市半田市東洋町２－４５,4750817,2020-12-22,,238526,
H123210000055,H1(専修),23(愛知),2(公),1(本),豊橋市立家政高等専修学校,愛知県豊橋市豊橋市老津町字西高縄７８,4413301,2020-12-22,,238527,
H123210000064,H1(専修),23(愛知),2(公),1(本),豊橋市立看護専門学校,愛知県豊橋市豊橋市青竹町字八間西１００－３,4418085,2020-12-22,,238529,
H123210000073,H1(専修),23(愛知),2(公),1(本),蒲郡市立ソフィア看護専門学校,愛知県蒲郡市蒲郡市五井町高立田３,4430003,2020-12-22,,238531,
H123210000082,H1(専修),23(愛知),2(公),1(本),岡崎市立看護専門学校,愛知県岡崎市岡崎市伊賀町字西郷中１０４,4440075,2020-12-22,,238532,
H123210000091,H1(専修),23(愛知),2(公),1(本),公立西知多看護専門学校,愛知県知多市知多市新知字七五三山１－２,4780017,2020-12-22,,238533,
H123210000108,H1(専修),23(愛知),2(公),1(本),津島市立看護専門学校,愛知県津島市津島市橘町６－３４,4960038,2020-12-22,,238534,
H123210000117,H1(専修),23(愛知),2(公),1(本),公立春日井小牧看護専門学校,愛知県春日井市春日井市八田町２－３８－１,4860849,2020-12-22,,238535,
H123210000126,H1(専修),23(愛知),2(公),9(廃),一宮市立中央看護専門学校,愛知県一宮市松降１－９ー２１,4910042,2020-12-22,2021-05-27,238536,
H123210000135,H1(専修),23(愛知),2(公),1(本),公立瀬戸旭看護専門学校,愛知県瀬戸市瀬戸市進陶町６－１,4890058,2020-12-22,,238538,
H123210000144,H1(専修),23(愛知),2(公),1(本),西尾市立看護専門学校,愛知県西尾市西尾市戸ヶ崎町広美１０９－１,4450074,2020-12-22,,238837,
H123210000153,H1(専修),23(愛知),2(公),9(廃),田原市立田原福祉専門学校,愛知県田原市田原町中小路１１－１,4413421,2020-12-22,2021-05-27,239074,H123310001613
H123310000008,H1(専修),23(愛知),3(私),1(本),東名古屋病院附属リハビリテーション学院,愛知県名古屋市名東区梅森坂５－１０１,4658620,2020-12-22,,238517,
H123310000017,H1(専修),23(愛知),3(私),1(本),専門学校星城大学リハビリテーション学院,愛知県名古屋市中区栄１－１４－２６,4600008,2020-12-22,,238518,
H123310000026,H1(専修),23(愛知),3(私),1(本),アリアーレビューティー専門学校,愛知県名古屋市千種区今池２－１－１４,4640850,2020-12-22,,238542,
H123310000035,H1(専修),23(愛知),3(私),1(本),トライデント外国語・エアライン・ホテル専門学校,愛知県名古屋市中村区名駅４－１－１１,4500002,2020-12-22,,238544,
H123310000044,H1(専修),23(愛知),3(私),1(本),愛知学院大学歯科技工専門学校,愛知県名古屋市千種区楠元町１－１００,4648650,2020-12-22,,238545,
H123310000053,H1(専修),23(愛知),3(私),1(本),ニチエイ調理専門学校,愛知県名古屋市中区新栄１－４３－９,4600007,2020-12-22,,238547,
H123310000062,H1(専修),23(愛知),3(私),1(本),名古屋経営会計専門学校,愛知県名古屋市千種区池下１－１－４,4640067,2020-12-22,,238549,
H123310000071,H1(専修),23(愛知),3(私),1(本),名古屋ビューティー専門学校,愛知県名古屋市東区葵１－１７－８,4618610,2020-12-22,,238552,
H123310000080,H1(専修),23(愛知),3(私),1(本),菊武ビジネス専門学校,愛知県名古屋市東区相生町６０,4610012,2020-12-22,,238553,
H123310000099,H1(専修),23(愛知),3(私),1(本),名古屋文化学園保育専門学校,愛知県名古屋市東区白壁１－５４,4610011,2020-12-22,,238555,
H123310000106,H1(専修),23(愛知),3(私),1(本),キクチ眼鏡専門学校,愛知県名古屋市東区泉二丁目５－５,4610001,2020-12-22,,238556,
H123310000115,H1(専修),23(愛知),3(私),1(本),中京法律専門学校,愛知県名古屋市東区徳川町１８０４,4610023,2020-12-22,,238557,
H123310000124,H1(専修),23(愛知),3(私),9(廃),布池外語専門学校,愛知県名古屋市東区葵１丁目１２番２３号,4610004,2020-12-22,2023-05-01,238558,
H123310000133,H1(専修),23(愛知),3(私),1(本),ナゴノ福祉歯科医療専門学校,愛知県名古屋市東区泉１－１７－１７,4610001,2020-12-22,,238559,
H123310000142,H1(専修),23(愛知),3(私),1(本),愛知調理専門学校,愛知県名古屋市北区上飯田西町三丁目４６番地,4620809,2020-12-22,,238562,
H123310000151,H1(専修),23(愛知),3(私),1(本),名古屋歯科医療専門学校,愛知県名古屋市西区新道１－２６－２０,4510043,2020-12-22,,238563,
H123310000160,H1(専修),23(愛知),3(私),1(本),名古屋市歯科医師会附属歯科衛生士専門学校,愛知県名古屋市北区黒川本通２－１６,4620841,2020-12-22,,238564,
H123310000179,H1(専修),23(愛知),3(私),1(本),愛生会看護専門学校,愛知県名古屋市北区五反田町１１０－１,4620011,2020-12-22,,238565,
H123310000188,H1(専修),23(愛知),3(私),1(本),専門学校名古屋ウェディング＆フラワー・ビューティ学院,愛知県名古屋市北区平安二丁目１５－４３,4628580,2020-12-22,,238566,
H123310000197,H1(専修),23(愛知),3(私),1(本),専門学校エクラ,愛知県名古屋市千種区仲田２－５－２,4640074,2020-12-22,,238567,
H123310000204,H1(専修),23(愛知),3(私),9(廃),ミス・パリ・ビューティ専門学校,愛知県名古屋市東区東桜１－８－３,4610005,2020-12-22,2024-05-01,238568,H123310001659
H123310000213,H1(専修),23(愛知),3(私),1(本),名古屋ユマニテク調理製菓専門学校,愛知県名古屋市中村区亀島２－６－１０,4530013,2020-12-22,,238571,
H123310000222,H1(専修),23(愛知),3(私),1(本),名鉄看護専門学校,愛知県名古屋市西区栄生２－２５－２４,4510052,2020-12-22,,238572,
H123310000231,H1(専修),23(愛知),3(私),9(廃),名西文化服装学院,愛知県名古屋市西区名西１－８－２７,4510064,2020-12-22,2024-05-01,238573,
H123310000240,H1(専修),23(愛知),3(私),1(本),国際調理師専門学校名駅校,愛知県名古屋市西区牛島町５－２０,4510046,2020-12-22,,238577,
H123310000259,H1(専修),23(愛知),3(私),1(本),名古屋文理栄養士専門学校,愛知県名古屋市西区東岸町２－５３－１,4510076,2020-12-22,,238578,
H123310000268,H1(専修),23(愛知),3(私),1(本),名古屋医療秘書福祉＆ＩＴ専門学校,愛知県名古屋市西区名駅２－２７－２８,4510045,2020-12-22,,238579,
H123310000277,H1(専修),23(愛知),3(私),1(本),米田柔整専門学校,愛知県名古屋市西区枇杷島二丁目３番１３号,4510053,2020-12-22,,238580,
H123310000286,H1(専修),23(愛知),3(私),1(本),名古屋モード学園,愛知県名古屋市中村区名駅４－２７－１,4500002,2020-12-22,,238583,
H123310000295,H1(専修),23(愛知),3(私),1(本),中和医療専門学校,愛知県稲沢市東緑町１－１－８１,4928251,2020-12-22,,238584,
H123310000302,H1(専修),23(愛知),3(私),1(本),専門学校日本デザイナー芸術学院,愛知県名古屋市中村区黄金通１－１６,4530804,2020-12-22,,238586,
H123310000311,H1(専修),23(愛知),3(私),1(本),大原簿記情報医療専門学校,愛知県名古屋市中村区名駅３－２０－８,4500002,2020-12-22,,238588,
H123310000320,H1(専修),23(愛知),3(私),1(本),中部リハビリテーション専門学校,愛知県名古屋市中村区若宮２－２,4530023,2020-12-22,,238590,
H123310000339,H1(専修),23(愛知),3(私),1(本),名古屋福祉専門学校,愛知県名古屋市中区丸の内１－３－２５,4600002,2020-12-22,,238593,
H123310000348,H1(専修),23(愛知),3(私),1(本),名古屋情報メディア専門学校,愛知県名古屋市熱田区大宝四丁目１９番１４号,4560062,2020-12-22,,238595,
H123310000357,H1(専修),23(愛知),3(私),1(本),専門学校名古屋デザイナー・アカデミー,愛知県名古屋市中区栄５－１－３,4600008,2020-12-22,,238596,
H123310000366,H1(専修),23(愛知),3(私),1(本),専門学校名古屋ビジュアルアーツ・アカデミー,愛知県名古屋市中区栄４－１６－２３,4600008,2020-12-22,,238597,
H123310000375,H1(専修),23(愛知),3(私),1(本),国際観光専門学校名古屋校,愛知県名古屋市中村区名駅南２丁目２番２６号,4500003,2020-12-22,,238598,
H123310000384,H1(専修),23(愛知),3(私),1(本),専修学校東洋調理技術学院,愛知県名古屋市西区牛島町１－１,4510046,2020-12-22,,238600,
H123310000393,H1(専修),23(愛知),3(私),1(本),中日美容専門学校,愛知県名古屋市中村区名駅南４－１１－２３,4500003,2020-12-22,,238605,
H123310000400,H1(専修),23(愛知),3(私),9(廃),名古屋芸術大学保育専門学校,愛知県名古屋市昭和区永金町１－１－１５,4660047,2020-12-22,2022-05-01,238606,
H123310000419,H1(専修),23(愛知),3(私),1(本),愛知文化服装専門学校,愛知県名古屋市瑞穂区川澄町１－５,4670002,2020-12-22,,238607,
H123310000428,H1(専修),23(愛知),3(私),1(本),中部楽器技術専門学校,愛知県名古屋市昭和区阿由知通３－１３－６,4660027,2020-12-22,,238609,
H123310000437,H1(専修),23(愛知),3(私),1(本),名古屋調理師専門学校,愛知県名古屋市瑞穂区新開町５－３,4670856,2020-12-22,,238615,
H123310000446,H1(専修),23(愛知),3(私),1(本),名古屋美容専門学校,愛知県名古屋市熱田区金山町１－８－１０,4560002,2020-12-22,,238616,
H123310000455,H1(専修),23(愛知),3(私),1(本),専修学校代々木ゼミナール名古屋校,愛知県名古屋市中村区則武１－５－７,4530014,2020-12-22,,238617,
H123310000464,H1(専修),23(愛知),3(私),1(本),東海医療科学専門学校,愛知県名古屋市中村区名駅南２－７－２,4500003,2020-12-22,,238618,
H123310000473,H1(専修),23(愛知),3(私),1(本),名古屋医専,愛知県名古屋市中村区名駅４－２７－１,4500002,2020-12-22,,238619,
H123310000482,H1(専修),23(愛知),3(私),1(本),専門学校日本マンガ芸術学院,愛知県名古屋市中村区黄金通１－１６,4530804,2020-12-22,,238620,
H123310000491,H1(専修),23(愛知),3(私),1(本),明美文化服装専門学校,愛知県名古屋市熱田区金山町１－１１－８,4560002,2020-12-22,,238621,
H123310000507,H1(専修),23(愛知),3(私),1(本),名古屋工学院専門学校,愛知県名古屋市熱田区神宮４－７－２１,4560031,2020-12-22,,238622,
H123310000516,H1(専修),23(愛知),3(私),1(本),東海工業専門学校熱田校,愛知県名古屋市熱田区花表町１９－１４,4560033,2020-12-22,,238623,
H123310000525,H1(専修),23(愛知),3(私),1(本),サンデザイン専門学校,愛知県名古屋市熱田区沢上１－１－１４,4560012,2020-12-22,,238624,
H123310000534,H1(専修),23(愛知),3(私),1(本),あいちビジネス専門学校,愛知県名古屋市中区伊勢山２－１３－２８,4600026,2020-12-22,,238626,
H123310000543,H1(専修),23(愛知),3(私),1(本),あいち造形デザイン専門学校,愛知県名古屋市千種区今池４－１０－７,4640850,2020-12-22,,238627,
H123310000552,H1(専修),23(愛知),3(私),1(本),ＥＬＩＣビジネス＆公務員専門学校,愛知県名古屋市熱田区新尾頭１－１２－１０,4560018,2020-12-22,,238628,
H123310000561,H1(専修),23(愛知),3(私),1(本),あいち福祉医療専門学校,愛知県名古屋市熱田区金山町１－７－１３,4560002,2020-12-22,,238629,
H123310000570,H1(専修),23(愛知),3(私),9(廃),名古屋ブライダルビューティー専門学校,愛知県名古屋市熱田区金山町一丁目６番９号,4560002,2020-12-22,2025-05-01,238630,
H123310000589,H1(専修),23(愛知),3(私),1(本),えきさい看護専門学校,愛知県名古屋市中川区松年町４－４８,4540854,2020-12-22,,238631,
H123310000598,H1(専修),23(愛知),3(私),1(本),まつかげ看護専門学校,愛知県名古屋市中川区打出２－３４１,4540926,2020-12-22,,238632,
H123310000605,H1(専修),23(愛知),3(私),1(本),専門学校日本神学校,愛知県名古屋市中区栄五丁目２３番地８号,4600008,2020-12-22,,238633,
H123310000614,H1(専修),23(愛知),3(私),1(本),専門学校名古屋鍼灸学校,愛知県名古屋市中川区尾頭橋三丁目５番２８号,4540012,2020-12-22,,238634,
H123310000623,H1(専修),23(愛知),3(私),1(本),名古屋医健スポーツ専門学校,愛知県名古屋市中区栄三丁目２０番３号,4600008,2020-12-22,,238635,
H123310000632,H1(専修),23(愛知),3(私),1(本),名古屋こども専門学校,愛知県名古屋市西区名駅２－１５－１７,4510045,2020-12-22,,238636,
H123310000641,H1(専修),23(愛知),3(私),1(本),名古屋ウェディング＆ブライダル専門学校,愛知県名古屋市西区名駅二丁目２７－３６,4510045,2020-12-22,,238637,
H123310000650,H1(専修),23(愛知),3(私),1(本),名古屋スクールオブミュージック＆ダンス専門学校,愛知県名古屋市中区栄三丁目１９番１５号,4600008,2020-12-22,,238638,
H123310000669,H1(専修),23(愛知),3(私),1(本),専修学校クラーク高等学院名古屋校,愛知県名古屋市中村区名駅三丁目１１番２０号,4500002,2020-12-22,,238639,
H123310000678,H1(専修),23(愛知),3(私),1(本),愛知芸術高等専修学校,愛知県名古屋市北区山田２－２－３３,4620810,2020-12-22,,238640,
H123310000687,H1(専修),23(愛知),3(私),1(本),独立行政法人労働者健康安全機構中部労災看護専門学校,愛知県名古屋市港区港明１－１０－５,4550018,2020-12-22,,238642,
H123310000696,H1(専修),23(愛知),3(私),1(本),専門学校日産愛知自動車大学校,愛知県名古屋市港区港栄１－７－１２,4550015,2020-12-22,,238643,
H123310000703,H1(専修),23(愛知),3(私),9(廃),名古屋市医師会看護専門学校,愛知県名古屋市港区千鳥１－１３－２２,4550031,2020-12-22,2023-05-01,238644,
H123310000712,H1(専修),23(愛知),3(私),1(本),名古屋デザイン＆テクノロジー専門学校,愛知県名古屋市中区栄三丁目２０番４号,4600008,2020-12-22,,238645,
H123310000721,H1(専修),23(愛知),3(私),1(本),名古屋ＥＣＯ動物海洋専門学校,愛知県名古屋市中区栄三丁目２１番６号,4600008,2020-12-22,,238646,
H123310000730,H1(専修),23(愛知),3(私),1(本),専門学校ノースリバービジネスカレッジ,愛知県名古屋市港区名港一丁目１９番１５号,4550037,2020-12-22,,238647,
H123310000749,H1(専修),23(愛知),3(私),9(廃),中京病院附属看護専門学校,愛知県名古屋市南区三条一丁目１番１０号,4578510,2020-12-22,2021-05-27,238652,
H123310000758,H1(専修),23(愛知),3(私),1(本),名古屋情報専門学校,愛知県名古屋市緑区有松９１２,4580924,2020-12-22,,238671,
H123310000767,H1(専修),23(愛知),3(私),1(本),東海歯科医療専門学校,愛知県名古屋市名東区藤が丘１５８,4650032,2020-12-22,,238682,
H123310000776,H1(専修),23(愛知),3(私),1(本),八事看護専門学校,愛知県名古屋市天白区大坪２－３０１,4680072,2020-12-22,,238691,
H123310000785,H1(専修),23(愛知),3(私),1(本),専門学校名古屋デンタル衛生士学院,愛知県名古屋市天白区平針三丁目１６０１番地,4680011,2020-12-22,,238692,
H123310000794,H1(専修),23(愛知),3(私),1(本),東海工業専門学校金山校,愛知県名古屋市中区金山２－７－１９,4600022,2020-12-22,,238695,
H123310000801,H1(専修),23(愛知),3(私),1(本),愛知美容専門学校,愛知県名古屋市中区新栄２－１６－２,4600007,2020-12-22,,238696,
H123310000810,H1(専修),23(愛知),3(私),1(本),名古屋医療情報専門学校,愛知県名古屋市熱田区二番二丁目１番２５号,4560052,2020-12-22,,238698,
H123310000829,H1(専修),23(愛知),3(私),1(本),名古屋綜合美容専門学校,愛知県名古屋市中区千代田３－２１－２５,4600012,2020-12-22,,238700,
H123310000838,H1(専修),23(愛知),3(私),1(本),豊橋調理製菓専門学校,愛知県豊橋市八町通１丁目２２－２,4400806,2020-12-22,,238704,
H123310000847,H1(専修),23(愛知),3(私),1(本),豊橋宮野ビジネス高等専修学校,愛知県豊橋市旭町字旭３４８番地３,4400057,2020-12-22,,238705,
H123310000856,H1(専修),23(愛知),3(私),1(本),豊橋歯科衛生士専門学校,愛知県豊橋市中野町字中原１００－４,4418149,2020-12-22,,238706,
H123310000865,H1(専修),23(愛知),3(私),1(本),中部コンピュータ・パティシエ専門学校,愛知県豊橋市花園町７５,4400895,2020-12-22,,238707,
H123310000874,H1(専修),23(愛知),3(私),1(本),東三河看護専門学校,愛知県豊橋市羽根井本町１３３番地４,4418029,2020-12-22,,238708,
